0,,,,,
2.2360679775,,,,,
9.0553851381,,,,0,15
31.7332633052,,,,1,3
4026.78531834,,,,1.4142135624,0
3434.50627213,,,,1.7320508076,0
3107.05588883,,,,2,1
3130.36544806,,,,2.2360679775,1
2934.89193341,,,,2.4494897428,0
2612.05089326,,,,2.6457513111,0
2245.97550273,,,,3,4
1933.40334671,,,,3.3166247904,0
1679.12406406,,,,3.4641016151,0
1462.73468761,,,,3.6055512755,0
1313.89246683,,,,3.7416573868,0
1213.28455662,,,,3.8729833462,0
1139.0227641,,,,4.2426406871,0
1075.36062256,,,,4.472135955,2
1019.97660203,,,,4.582575695,0
970.971215973,,,,4.6904157598,0
928.156452902,,,,4.7958315233,0
892.979815674,,,,4.8989794856,0
864.066296498,,,,5,3
838.269517034,,,,5.0990195136,0
811.804154732,,,,5.1961524227,0
783.488551061,,,,5.2915026221,0
756.288355695,,,,5.3851648071,0
732.145983862,,,,5.4772255751,0
708.790196393,,,,5.5677643628,0
685.072405807,,,,5.6568542495,0
660.440404559,,,,5.7445626465,0
635.65025117,,,,5.8309518949,0
611.073253127,,,,6,1
587.274170238,,,,6.164414003,0
564.8571365,,,,6.2449979984,5
544.63439381,,,,6.4031242374,0
526.188223263,,,,6.4807406984,0
509.776821698,,,,6.5574385243,3
495.007167463,,,,6.6332495807,0
481.445720636,,,,6.7082039325,1
468.356871925,,,,6.9282032303,0
455.262151657,,,,7,4
442.717408001,,,,7.0710678119,0
431.075631403,,,,7.1414284285,0
420.194213859,,,,7.2111025509,0
409.637079626,,,,7.2801098893,0
399.316714549,,,,7.4833147736,0
389.157800325,,,,7.5498344353,0
379.374491569,,,,7.6157731059,0
369.636616638,,,,7.6811457479,0
359.92514475,,,,7.7459666924,0
350.638835355,,,,7.8102496759,0
341.949598976,,,,7.874007874,0
333.792338185,,,,7.9372539332,0
326.136725954,,,,8.0622577483,2
318.917890875,,,,8.1240384046,0
312.074264607,,,,8.2462112512,0
305.467444907,,,,8.3666002653,0
298.838496489,,,,8.4261497732,0
291.86262717,,,,8.4852813742,0
284.749526705,,,,8.602325267,0
277.932716605,,,,8.6602540378,0
271.436059619,,,,8.7177978871,0
265.236898189,,,,8.7749643874,0
259.308712837,,,,8.8317608663,0
253.647378487,,,,8.8881944173,0
248.227366597,,,,9,1
243.033426413,,,,9.0553851381,0
238.053127387,,,,9.1104335791,0
233.27249345,,,,9.1651513899,0
228.677614178,,,,9.2195444573,0
224.258692504,,,,9.2736184955,3
220.011253123,,,,9.4339811321,0
215.920238587,,,,9.4868329805,0
211.981349122,,,,9.5393920142,0
208.183248104,,,,9.5916630466,0
204.519274988,,,,9.6953597148,0
200.981239812,,,,9.7467943448,0
197.564636046,,,,9.7979589711,0
194.254995368,,,,9.8994949366,0
191.057358824,,,,9.9498743711,0
187.965458674,,,,10,1
184.973122412,,,,10.0498756211,2
182.072854789,,,,10.0995049384,2
179.264252546,,,,10.1980390272,1
176.541411072,,,,10.246950766,2
173.896341058,,,,10.3923048454,2
171.331325244,,,,10.4403065089,5
168.84006014,,,,10.4880884817,1
166.417681551,,,,10.6301458127,2
164.069021147,,,,10.7238052948,2
161.784151319,,,,10.7703296143,3
159.56076854,,,,10.8166538264,2
157.396416337,,,,10.9087121146,2
155.291206347,,,,11,1
153.241510983,,,,11.0453610172,2
151.246266193,,,,11.0905365064,2
149.302913637,,,,11.2249721603,2
147.406030547,,,,11.2694276696,1
145.559543792,,,,11.313708499,2
143.757781919,,,,11.4891252931,2
141.998871845,,,,11.5325625947,1
140.28211271,,,,11.7046999107,2
138.606677902,,,,11.8321595662,1
136.971641048,,,,11.9582607431,4
135.37445178,,,,12,1
133.815906195,,,,12.0415945788,2
132.292437519,,,,12.124355653,2
130.804333172,,,,12.1655250606,3
129.348965248,,,,12.409673646,1
127.925098695,,,,12.5299640861,1
126.53017323,,,,12.56980509,2
125.167636393,,,,12.6491106407,4
123.834135526,,,,12.7279220614,2
122.526927547,,,,12.8062484749,5
121.247495787,,,,12.8840987267,2
119.99344146,,,,12.9614813968,2
118.766917023,,,,13,2
117.564968811,,,,13.0384048104,1
116.385818569,,,,13.2287565553,2
115.23129433,,,,13.2664991614,1
114.098713092,,,,13.416407865,1
112.987710083,,,,13.4536240471,1
111.900141831,,,,13.4907375632,1
110.8317062,,,,13.5277492585,1
109.785081825,,,,13.6014705087,1
108.758787212,,,,13.638181697,1
107.748920841,,,,13.7113092008,1
106.758037546,,,,13.7477270849,3
105.78568098,,,,14.0356688476,1
104.830266756,,,,14.1067359797,2
103.891050168,,,,14.1421356237,1
102.969443057,,,,14.2828568571,2
102.064702638,,,,14.4913767462,1
101.175295051,,,,14.5945195193,2
100.302870404,,,,14.6287388383,1
99.4439136033,,,,14.6628782986,1
98.600511848,,,,14.8996644258,1
97.7711159754,,,,14.9331845231,1
96.9554863798,,,,15.2643375225,1
96.1529836744,,,,15.3622914957,1
95.3626758818,,,,15.9059737206,1
94.5863270817,,,,15.9373774505,1
93.8216479004,,,,16.2172747402,1
93.0707627919,,,,16.7332005307,1
92.3308666418,,,,17.6068168617,1
91.6017446585,,,,17.6635217327,1
90.8845722698,,,,17.7763888346,1
90.1786994602,,,,19.2093727123,1
89.4844322483,,,,20.7364413533,1
88.7998740599,,,,22.6936114358,1
88.1264587045,,,,24.9198715888,1
87.4629668739,,,,26.7020598456,1
86.8096382613,,,,28.8790581564,1
86.166623165,,,,31.7332633052,1
85.5329571048,,,,32.3109888428,1
84.907027241,,,,50.1109985935,1
84.2901470909,,,,50.3283574115,1
83.6846054618,,,,50.5469453097,1
83.086147824,,,,50.7683007691,1
82.4960437263,,,,50.991168809,1
81.9136864467,,,,51.2167436208,1
81.3413901197,,,,51.443051956,1
80.7757803305,,,,51.6708061287,1
80.2173351562,,,,51.9016902291,1
79.6676246731,,,,52.1350946635,1
79.1248079046,,,,52.3700420386,1
78.5888176631,,,,52.6063160829,1
78.060874477,,,,52.845321168,1
77.5394786453,,,,53.0871722319,1
77.0260497256,,,,53.3311761138,1
76.5175936117,,,,53.5774780525,1
76.0166652909,,,,53.8261414341,1
75.5234557242,,,,54.0773106967,1
75.0354316444,,,,54.3304208585,1
74.5534890773,,,,54.5858660504,1
74.0781162631,,,,54.8435156976,1
73.6095641895,,,,55.1041142824,1
73.1469664616,,,,55.3665926292,1
72.6896279672,,,,55.6314119883,1
72.2380208865,,,,55.8989858749,1
71.7919200046,,,,56.1694501595,1
71.3509826736,,,,56.442616625,1
70.9153718862,,,,56.7186141456,1
70.4854557519,,,,56.995802067,1
70.0612099198,,,,57.2762233795,1
69.6414095837,,,,57.5596567186,1
69.2266460188,,,,57.8470504211,1
68.8159876187,,,,58.1363874954,1
68.4105794567,,,,58.4293880961,1
68.0102715267,,,,58.7245389263,1
67.6136860896,,,,59.0232796563,1
67.2221605936,,,,59.3250706569,1
66.8354647822,,,,59.6293105878,1
66.4532643489,,,,59.9367843891,1
66.0752424297,,,,60.2475979983,1
65.7010717225,,,,60.5619376769,1
65.3308041956,,,,60.8799159913,1
64.9651127763,,,,61.2003631492,1
64.6040980404,,,,61.525454443,1
64.2472586871,,,,61.8528465194,1
63.8938609522,,,,62.1838857686,1
63.5443351609,,,,62.5186223808,1
63.1979554746,,,,62.8565571522,1
62.8565571522,,,,63.1979554746,1
62.5186223808,,,,63.5443351609,1
62.1838857686,,,,63.8938609522,1
61.8528465194,,,,64.2472586871,1
61.525454443,,,,64.6040980404,1
61.2003631492,,,,64.9651127763,1
60.8799159913,,,,65.3308041956,1
60.5619376769,,,,65.7010717225,1
60.2475979983,,,,66.0752424297,1
59.9367843891,,,,66.4532643489,1
59.6293105878,,,,66.8354647822,1
59.3250706569,,,,67.2221605936,1
59.0232796563,,,,67.6136860896,1
58.7245389263,,,,68.0102715267,1
58.4293880961,,,,68.4105794567,1
58.1363874954,,,,68.8159876187,1
57.8470504211,,,,69.2266460188,1
57.5596567186,,,,69.6414095837,1
57.2762233795,,,,70.0612099198,1
56.995802067,,,,70.4854557519,1
56.7186141456,,,,70.9153718862,1
56.442616625,,,,71.3509826736,1
56.1694501595,,,,71.7919200046,1
55.8989858749,,,,72.2380208865,1
55.6314119883,,,,72.6896279672,1
55.3665926292,,,,73.1469664616,1
55.1041142824,,,,73.6095641895,1
54.8435156976,,,,74.0781162631,1
54.5858660504,,,,74.5534890773,1
54.3304208585,,,,75.0354316444,1
54.0773106967,,,,75.5234557242,1
53.8261414341,,,,76.0166652909,1
53.5774780525,,,,76.5175936117,1
53.3311761138,,,,77.0260497256,1
53.0871722319,,,,77.5394786453,1
52.845321168,,,,78.060874477,1
52.6063160829,,,,78.5888176631,1
52.3700420386,,,,79.1248079046,1
52.1350946635,,,,79.6676246731,1
51.9016902291,,,,79.8247110332,1
51.6708061287,,,,80.2173351562,1
51.443051956,,,,80.3158584181,1
51.2167436208,,,,80.7757803305,1
50.991168809,,,,80.8130871069,1
50.7683007691,,,,81.3165107497,1
50.5469453097,,,,81.3413901197,1
50.3283574115,,,,81.8262458463,1
50.1109985935,,,,81.9136864467,1
0,,,,82.342411836,1
3.4641016151,,,,82.4960437263,1
5.8309518949,,,,82.865131191,1
7.0710678119,,,,83.086147824,1
8.8881944173,,,,83.3945295133,1
11.9582607431,,,,83.6846054618,1
15.3622914957,,,,83.9307356351,1
17.7763888346,,,,84.2901470909,1
1740.68951855,,,,84.4738817237,1
1811.07702763,,,,84.907027241,1
2278.15714998,,,,85.0241033898,1
1304.79883507,,,,85.5329571048,1
1505.82203464,,,,85.5815398003,1
1719.01134377,,,,86.1463337961,1
1221.1106056,,,,86.166623165,1
1344.94940012,,,,86.7186320137,1
1129.15897906,,,,86.8096382613,1
1390.81810457,,,,87.2985850122,1
1246.27444811,,,,87.4629668739,1
1175.91571882,,,,87.8863474057,1
1086.27804912,,,,88.1264587045,1
1219.48466868,,,,88.4820780001,1
1193.0789999,,,,88.7998740599,1
1176.0994331,,,,89.0859399368,1
1146.25477098,,,,89.4844322483,1
1154.83174689,,,,89.6981008412,1
1083.19601618,,,,90.1786994602,1
1090.23962915,,,,90.3187329781,1
1050.92964798,,,,90.8845722698,1
1023.50463037,,,,90.948013413,1
1018.3565191,,,,91.5861241808,1
1026.50816279,,,,91.6017446585,1
1059.90696657,,,,92.2332524615,1
1041.30075878,,,,92.3308666418,1
1023.25732617,,,,92.8895907628,1
1030.16041794,,,,93.0707627919,1
999.046294675,,,,93.5553371113,1
1024.8566973,,,,93.8216479004,1
1025.15762112,,,,94.2306952516,1
1021.83951773,,,,94.5863270817,1
1028.76159202,,,,94.9158748546,1
1037.25733441,,,,95.3626758818,1
1031.25256097,,,,95.6110917337,1
1039.76629672,,,,96.1529836744,1
1041.81321595,,,,96.3165680722,1
1039.54533827,,,,96.9554863798,1
1044.87080541,,,,97.0325326598,1
1030.52463667,,,,97.7592211397,1
1035.50899377,,,,97.7711159754,1
1032.05716385,,,,98.4968762677,1
1030.52317415,,,,98.600511848,1
1029.26856473,,,,99.2457481819,1
1035.17354117,,,,99.4439136033,1
1033.04714256,,,,100.006094686,1
1027.08834616,,,,100.302870404,1
1028.10092735,,,,100.778181546,1
1026.59575544,,,,101.175295051,1
1026.17852023,,,,101.562282798,1
1025.05748896,,,,102.064702638,1
1023.93185271,,,,102.358681072,1
1018.0084686,,,,102.969443057,1
1020.86634786,,,,103.167667937,1
1018.48406903,,,,103.891050168,1
1019.69933321,,,,103.98954425,1
1021.50009449,,,,104.824620533,1
1022.00320409,,,,104.830266756,1
1021.95950084,,,,105.673217362,1
1022.73382577,,,,105.78568098,1
1022.52775189,,,,106.535665781,1
1023.35120591,,,,106.758037546,1
1022.39184186,,,,107.412307727,1
1024.2464803,,,,107.748920841,1
1023.38483331,,,,108.303496487,1
1023.82252255,,,,108.758787212,1
1023.24819198,,,,109.209597172,1
1018.56554806,,,,109.785081825,1
1012.4277852,,,,110.130987211,1
1005.4651966,,,,110.8317062,1
995.213345364,,,,111.068056882,1
983.509146807,,,,111.900141831,1
970.505112337,,,,112.021209858,1
957.8488499,,,,112.987710083,1
942.930372376,,,,112.99086379,1
928.086555034,,,,113.977450917,1
911.703750822,,,,114.098713092,1
895.060975962,,,,114.981418703,1
877.441012935,,,,115.23129433,1
860.031171719,,,,116.003230524,1
841.672772139,,,,116.385818569,1
822.618980131,,,,117.04336637,1
804.021404169,,,,117.564968811,1
784.657601781,,,,118.102323605,1
764.871328443,,,,118.766917023,1
744.765545889,,,,119.180617757,1
724.160116423,,,,119.99344146,1
703.894725176,,,,120.278783355,1
684.045088086,,,,121.247495787,1
664.428259655,,,,121.397374809,1
644.985550795,,,,122.526927547,1
625.929197045,,,,122.536967352,1
607.491075071,,,,123.698158018,1
589.293804338,,,,123.834135526,1
571.785045431,,,,124.881566687,1
554.887162712,,,,125.167636393,1
538.348531179,,,,126.087837193,1
522.558767948,,,,126.53017323,1
507.354436256,,,,127.317638487,1
492.658479025,,,,127.925098695,1
478.708515,,,,128.571665873,1
465.325754843,,,,129.348965248,1
452.592135232,,,,129.850642326,1
440.507698521,,,,130.804333172,1
428.989876133,,,,131.155319874,1
417.978420587,,,,132.292437519,1
407.449407387,,,,132.486481078,1
397.413789376,,,,133.815906195,1
387.825028278,,,,133.844940592,1
378.692579614,,,,135.231546833,1
369.974198108,,,,135.37445178,1
361.617176559,,,,136.64718374,1
353.725870769,,,,136.971641048,1
346.147479854,,,,138.092772659,1
338.875511179,,,,138.606677902,1
331.887656561,,,,139.569274339,1
325.115279228,,,,140.28211271,1
318.552097033,,,,141.077691064,1
312.249223628,,,,141.998871845,1
306.120583778,,,,142.619068921,1
300.17548065,,,,143.757781919,1
294.377215958,,,,144.194500217,1
288.746781112,,,,145.559543792,1
283.352343988,,,,145.805126064,1
278.188543433,,,,147.406030547,1
273.186301666,,,,147.452139134,1
268.372829875,,,,149.136786604,1
263.719501858,,,,149.302913637,1
259.193297112,,,,150.860373307,1
254.78805064,,,,151.246266193,1
250.507384199,,,,152.624265099,1
246.320712549,,,,153.241510983,1
242.264312363,,,,154.429892474,1
238.354438461,,,,155.291206347,1
234.559761763,,,,156.278754428,1
230.89584358,,,,157.396416337,1
227.331212369,,,,158.172422615,1
223.903250935,,,,159.56076854,1
220.549479156,,,,160.112545796,1
217.280956663,,,,161.784151319,1
214.091993788,,,,162.100854634,1
210.978144795,,,,164.069021147,1
207.925415424,,,,164.139166838,1
204.920288724,,,,166.229392707,1
201.962330967,,,,166.417681551,1
199.040718666,,,,168.373541103,1
196.15804399,,,,168.84006014,1
193.307795713,,,,170.573725889,1
190.486895984,,,,171.331325244,1
187.747141702,,,,172.83217288,1
185.085081191,,,,173.896341058,1
182.497455802,,,,175.151227356,1
179.981186608,,,,176.541411072,1
177.533362182,,,,177.533362182,1
175.151227356,,,,179.264252546,1
172.83217288,,,,179.981186608,1
170.573725889,,,,182.072854789,1
168.373541103,,,,182.497455802,1
166.229392707,,,,184.973122412,1
164.139166838,,,,185.085081191,1
162.100854634,,,,187.747141702,1
160.112545796,,,,187.965458674,1
158.172422615,,,,189.778818628,1
156.278754428,,,,190.486895984,1
154.429892474,,,,190.622153895,1
152.624265099,,,,190.787840283,1
150.860373307,,,,191.057358824,1
149.136786604,,,,192.570333472,1
147.452139134,,,,192.705517997,1
145.805126064,,,,192.975602948,1
144.194500217,,,,193.307795713,1
142.619068921,,,,193.783384221,1
141.077691064,,,,194.254995368,1
139.569274339,,,,195.18196638,1
138.092772659,,,,195.389568128,1
136.64718374,,,,195.433989993,1
135.231546833,,,,196.040812077,1
133.844940592,,,,196.15804399,1
132.486481078,,,,196.471713525,1
131.155319874,,,,196.806094644,1
129.850642326,,,,197.048159889,1
128.571665873,,,,197.096120985,1
127.317638487,,,,197.098959916,1
126.087837193,,,,197.423402868,1
124.881566687,,,,197.463920755,1
123.698158018,,,,197.564636046,1
122.536967352,,,,198.124890466,1
121.397374809,,,,198.481951487,1
120.278783355,,,,199.040718666,1
119.180617757,,,,199.24242152,1
118.102323605,,,,199.763565351,1
117.04336637,,,,200.377715162,1
116.003230524,,,,200.69324298,1
114.981418703,,,,200.95259253,1
113.977450917,,,,200.981239812,1
112.99086379,,,,201.27194781,1
112.021209858,,,,201.928322082,1
111.068056882,,,,201.962330967,1
110.130987211,,,,203.420653309,1
109.209597172,,,,203.837157498,1
108.303496487,,,,203.989142476,1
107.412307727,,,,204.141014299,1
106.535665781,,,,204.444419491,1
105.673217362,,,,204.519274988,1
104.824620533,,,,204.920288724,1
103.98954425,,,,204.999496069,1
103.167667937,,,,205.653564107,1
102.358681072,,,,205.703790891,1
101.562282798,,,,206.753267399,1
100.778181546,,,,206.855640963,1
100.006094686,,,,206.97706678,1
99.2457481819,,,,207.155070275,1
98.4968762677,,,,207.402683242,1
97.7592211397,,,,207.503858373,1
97.0325326598,,,,207.675833213,1
96.3165680722,,,,207.730420107,1
95.6110917337,,,,207.839550884,1
94.9158748546,,,,207.925415424,1
94.2306952516,,,,208.166599947,1
93.5553371113,,,,208.183248104,1
92.8895907628,,,,208.275502177,1
92.2332524615,,,,208.758824756,1
91.5861241808,,,,208.981983405,1
90.948013413,,,,210.567905853,1
90.3187329781,,,,210.891698846,1
89.6981008412,,,,210.978144795,1
89.0859399368,,,,211.248314408,1
88.4820780001,,,,211.981349122,1
87.8863474057,,,,212.164677587,1
87.2985850122,,,,212.372410676,1
86.7186320137,,,,212.816490728,1
86.1463337961,,,,213.065307821,1
85.5815398003,,,,213.206622111,1
85.0241033898,,,,214.01511427,1
84.4738817237,,,,214.091993788,1
83.9307356351,,,,214.372756362,1
83.3945295133,,,,214.605133494,1
82.865131191,,,,215.168719508,1
82.342411836,,,,215.490106871,1
81.8262458463,,,,215.551815195,1
81.3165107497,,,,215.920238587,1
80.8130871069,,,,216.211481759,1
80.3158584181,,,,216.275287539,1
79.8247110332,,,,216.750108231,1
0,,,,217.022499829,1
3.6055512755,,,,217.280956663,1
5.6568542495,,,,217.887585695,1
6.5574385243,,,,218.46052275,1
7.7459666924,,,,219.431082575,1
9.2195444573,,,,220.011253123,1
11.0905365064,,,,220.113607031,1
12.124355653,,,,220.403670064,1
13.6014705087,,,,220.488000691,1
1019.80390272,,,,220.549479156,1
1014.88915651,,,,221.246468898,1
1053.56537529,,,,221.351620261,1
1161.89500386,,,,221.526689304,1
1272.79220614,,,,221.990491673,1
1382.02749611,,,,222.766694099,1
1489.96644258,,,,222.924406153,1
1523.15462117,,,,223.142079275,1
1612.45154966,,,,223.192326962,1
1720.46505341,,,,223.20892057,1
751.664818919,,,,223.903250935,1
772.981241687,,,,224.258692504,1
781.024967591,,,,224.443756875,1
785.811682275,,,,224.610389318,1
813.941029805,,,,224.687402997,1
827.647267862,,,,225.260266137,1
847.053717305,,,,225.28993665,1
928.70878105,,,,225.532817796,1
1003.74299499,,,,225.641590634,1
611.010092661,,,,225.779898352,1
626.276474269,,,,225.942470554,1
673.300329224,,,,226.108381092,1
688.799277326,,,,226.298337378,1
726.483157257,,,,226.376980712,1
768.837506311,,,,226.960593741,1
812.403840464,,,,226.987747467,1
833.333333333,,,,227.331212369,1
592.663479556,,,,227.710017021,1
609.302880348,,,,227.846576669,1
618.970920157,,,,228.229903582,1
622.996789719,,,,228.616764477,1
648.556088554,,,,228.677614178,1
662.382064975,,,,229.384366294,1
680.991923594,,,,230.234255705,1
706.664701255,,,,230.89584358,1
538.516480713,,,,231.279710976,1
561.782876208,,,,231.612703547,1
565.331761004,,,,233.27249345,1
579.655069848,,,,233.937090903,1
600.333240792,,,,234.559761763,1
618.061485614,,,,237.299623074,1
631.822759957,,,,237.439573408,1
516.397779494,,,,238.053127387,1
533.593686453,,,,238.19045715,1
549.241901776,,,,238.354438461,1
567.89083458,,,,239.259060349,1
588.548119434,,,,239.791576166,1
487.810602256,,,,240.004251663,1
501.426536422,,,,242.028464809,1
499.18300599,,,,242.264312363,1
526.637388319,,,,243.033426413,1
543.983793276,,,,243.486579272,1
548.467252013,,,,244.948974278,1
472.857007984,,,,245.49270186,1
476.149923869,,,,246.320712549,1
479.583152331,,,,246.402690152,1
491.966716354,,,,248.227366597,1
504.201100752,,,,248.464673299,1
522.314560394,,,,250.507384199,1
458.122847291,,,,253.647378487,1
460.005367655,,,,254.78805064,1
474.926894959,,,,257.318902826,1
478.42333648,,,,258.580558676,1
493.037949607,,,,259.193297112,1
443.508737231,,,,259.308712837,1
452.769256907,,,,262.216316139,1
456.946386352,,,,262.667247369,2
471.805044483,,,,263.00493842,1
487.031826475,,,,263.719501858,1
434.180143137,,,,263.791203069,1
441.166747584,,,,264.127457129,1
441.073071662,,,,265.236898189,1
444.246971741,,,,265.245225378,1
410.030486671,,,,266.014828325,1
421.801691161,,,,267.057005983,1
424.673076875,,,,267.186992365,1
430.116263352,,,,267.446775598,1
446.825220615,,,,267.965586514,1
414.029127409,,,,268.372829875,1
413.242339033,,,,271.436059619,1
417.586755327,,,,271.441624582,1
421.325044235,,,,273.186301666,1
427.736577676,,,,276.259740904,1
394.541842275,,,,277.932716605,1
405.132883214,,,,278.188543433,1
408.394067398,,,,280.128938566,1
419.851771705,,,,283.352343988,1
393.389826452,,,,284.749526705,1
401.38648596,,,,286.356421266,1
407.594569804,,,,286.904251601,2
414.621648146,,,,287.469805178,1
390.262331644,,,,288.270706108,1
398.140207716,,,,288.340936857,1
410.125742913,,,,288.746781112,1
414.201038145,,,,289.056601738,1
393.98593058,,,,289.136645896,1
396.04445593,,,,291.86262717,1
401.726378329,,,,292.043243713,1
402.930442107,,,,292.184703273,1
384.097467054,,,,293.454770756,1
386.859785746,,,,294.377215958,1
389.126911285,,,,295.559421946,1
394.718214852,,,,295.634909982,1
380.40654736,,,,296.397097944,1
